Sentences,class
දරුවන්ගේ අපි වැඩ කරමු දරුවන්ගේ අනාගතය වෙනුවෙන්.,incorrect
කලින් අවසන් කළෙමි මම අද වැඩ කටයුතු.,incorrect
කාලය අගය කරන පුද්ගලයෙකි ඔහු නිතරම.,incorrect
සමගිය රැකගනියි ඇය කණ්ඩායමේ.,incorrect
උත්සාහ කරමු අපි සාර්ථකත්වය ලබා ගැනීමට.,incorrect
ඉතා හොඳය මේ ස්ථානය ඉගෙන ගැනීමට.,incorrect
එකට ජීවත් වෙති මගේ පවුලේ සියලු දෙනා.,incorrect
බෙදා දෙයි ඔහු තම දැනුම අනෙක් අයට.,incorrect
පුරුදුව සිටියාය ඇය දිනපතා ව්‍යායාම කිරීමට.,incorrect
පටන් ගත්තෙමු අපි නව සැලසුම් ක්‍රියාත්මක කිරීමට.,incorrect
ලබා දිය යුතුය දරුවන්ට නිසි මාර්ගෝපදේශනය.,incorrect
උත්සාහ කරමි මම මේ අභියෝගය ජයගැනීමට.,incorrect
පිළිපදියි ඔහු කාර්යාලයේ නීති රීති.,incorrect
කැමතියි ඇය කලාත්මක කටයුතු වලට.,incorrect
එකමුතුව ඉදිරියට යයි අපේ කණ්ඩායම.,incorrect
වටිනා අත්දැකීමක් විය මේ ව්‍යාපෘතිය අපට.,incorrect
සෑම විටම සහාය දක්වයි මගේ ගුරුතුමා මට.,incorrect
උනන්දුවක් දක්වයි ඔහු නව අදහස් සෙවීමට.,incorrect
කාර්ය සාධනය වැඩි කරයි ඇය රැකියාවේ.,incorrect
ප්‍රයෝජනවත් ලෙස ගත කළෙමු අපි අද.,incorrect
වර්ධනය කළ යුතුය දරුවන්ගේ හැකියාවන්.,incorrect
කාලය යොදවමි මම කුසලතා ඉගෙන ගැනීමට.,incorrect
කාලය යොදවමි මම කුසලතා වර්ධනය කරගැනීමට.,incorrect
සාමකාමී විසඳුම් සොයයි ඔහු ගැටළු වලට.,incorrect
විශ්වාසවන්ත සේවිකාවකි ඇය කාර්යාලයේ.,incorrect
සලකා බලමු අපි එකිනෙකාගේ අදහස්.,incorrect
වැඩ කටයුතු පහසු කරයි මේ පද්ධතිය.,incorrect
නිතරම සත්‍යය කතා කරයි මගේ මිතුරිය.,incorrect
අතහැර නොදමයි ඔහු තම වගකීම්.,incorrect
නිසි ලෙස සැලසුම් කරයි ඇය කාලය.,incorrect
ඉදිරියට යමු අපි නව අවස්ථා සොයා.,incorrect
හොඳ ආදර්ශයක් විය යුතුය දරුවන්ට.,incorrect
සතුටින් ඉටු කළෙමි මම කාර්යය.,incorrect
නායකත්වය දක්වයි ඔහු කණ්ඩායම් වැඩ වලදී.,incorrect
ධෛර්යයෙන් මුහුණ දෙයි ඇය සෑම අභියෝගයකටම.,incorrect
අනාගතයේ ප්‍රතිඵල ලබා දෙයි අපේ උත්සාහය.,incorrect
අලුත් ආරම්භයක් විය මේ දවස අපට.,incorrect
සෑම විටම ශක්තියකි මගේ පවුල මට.,incorrect
හොඳ තීරණ ගනියි ඔහු නිතරම.,incorrect
සමතුලිත කරයි ඇය රැකියාව සහ පවුල.,incorrect
උත්සාහ කරමු අපි සමාජයට යහපත කරන්න.,incorrect
අපේ ප්‍රමුඛ වගකීමයි දරුවන්ගේ අධ්‍යාපනය.,incorrect
දැනුමක් ලබා ගත්තෙමි මම අද නව.,incorrect
ධනාත්මක ලෙස සිතයි ඔහු ජීවිතය ගැන.,incorrect
ඉතා ක්‍රමවත් කරයි ඇය කාර්යාලයේ වැඩ.,incorrect
ඉලක්ක සපුරයි සාර්ථකව අපේ කණ්ඩායම.,incorrect
වටිනා පාඩමක් විය මේ අත්දැකීම අපට.,incorrect
නව වෘත්තියක් ආරම්භ කළේය මගේ සහෝදරයා.,incorrect
පැහැදිලි සැලසුමක් ඇත ඔහුට තම අනාගතය ගැන.,incorrect
නව දැනුම ලබා දෙයි ඇය සිසුන්ට.,incorrect
බාධක ජය ගත්තෙමු අපි එකට වැඩ කර.,incorrect
හොඳ පුරුදු ඇති කළ යුතුය දරුවන්ට.,incorrect
අවධානයෙන් ඉගෙන ගත්තෙමි මම මේ කාර්යය.,incorrect
සූදානම් වෙයි ඔහු නව ව්‍යාපෘති සඳහා.,incorrect
නිසි ලෙස භාවිතා කරයි ඇය කාලය හා සම්පත්.,incorrect
සාර්ථකත්වයට මඟ පාදයි අපේ උත්සාහය.,incorrect
අලුත් අත්දැකීම් ලබා දුන්නේය ගමන අපට.,incorrect
ඉතා උනන්දුවෙන් ගියෙමි මම අද වැඩට.,incorrect
නව වගකීම් භාර ගත්තාය ඇය කාර්යාලයේ.,incorrect
හොඳ ප්‍රතිඵල ලබාගත්තෙමු අපි එකට වැඩකිරීමෙන්.,incorrect
කාලය අගයකර කටයුතු කරයි ඔහු නිතරම.,incorrect
ඉගෙනීමට ඉතා හිතකරය මේ පරිසරය.,incorrect
අදහස් ප්‍රකාශ කළ හැක දරුවන්ට නිදහසේ.,incorrect
මට උපකාර කරයි මගේ මිතුරා නිතරම.,incorrect
වැඩි අවධානයක් යොදවයි ඇය රැකියාවේ.,incorrect
ගෞරවයෙන් සලකති ඔවුහු එකිනෙකාට.,incorrect
ඉතා ප්‍රයෝජනවත් විය අද දිනය අපට.,incorrect
නව අභියෝගයන්ට මුහුණ දෙයි අපේ කණ්ඩායම.,incorrect
නව දැනුම ලබා ගැනීමට උත්සාහ කරයි ඔහු.,incorrect
වැඩ සැලසුම් කරයි ඇය දිනපතා.,incorrect
සාකච්ඡා කළෙමු අපි අනාගතය ගැන.,incorrect
සමගිය රැකගනියි ඔහු කණ්ඩායමේ.,incorrect
කැමතියි ඇය නව අදහස් ඉදිරිපත් කිරීමට.,incorrect
කටයුතු කරමු අපි ඉලක්ක සපුරා ගැනීමට.,incorrect
ඉතා වැදගත් එකකි මේ ව්‍යාපෘතිය.,incorrect
මඟ පෙන්වයි මගේ ගුරුතුමා නිතරම මට.,incorrect
සම්පූර්ණයෙන් ඉටු කරයි ඔහු තම වගකීම්.,incorrect
කරුණාවෙන් හැසිරෙයි ඇය සිසුන්ට.,incorrect
වැඩ සැලසුම් සකස් කළෙමු අපි සතියේ.,incorrect
ආරක්ෂිත පරිසරයක් අවශ්‍යය දරුවන්ට.,incorrect
නව දේවල් ඉගෙන ගත්තෙමි මම අද.,incorrect
දක්ෂ පුද්ගලයෙකි ඔහු ගැටළු විසඳීමට.,incorrect
ඉදිරියට යමු අපි එකිනෙකාට උදව් කරමින්.,incorrect
වැඩ කිරීමට සුදුසුය මේ ස්ථානය.,incorrect
සෑම විටම සහාය දක්වයි මගේ පවුල මට.,incorrect
සූදානම් වේ ඔහු නව ව්‍යාපෘති සඳහා.,incorrect
නිසි ලෙස කළමනාකරණය කරයි ඇය කාලය.,incorrect
පටන් ගත්තෙමු අපි නව අදහස් ක්‍රියාත්මක කිරීමට.,incorrect
බොහෝ දැනුම ලබා ගත්තෙමි මම පොතෙන්.,incorrect
උත්සාහ කරයි ඔහු කාර්යසාධනය වැඩිකර ගැනීමට.,incorrect
ස්ථිරව ගමන් කරයි ඔහු තම ඉලක්ක කරා.,incorrect
